name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chittagong,2016-01-11,25.1,17.3,20.3,25.1,17.3,20.3,18.2,88.7,0,0,0,,,,,13,341.1,1015,31.8,2,176,15.1,7,,2016-01-11T06:34:31,2016-01-11T17:26:22,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-12,26,12.6,19.3,26,12.6,19.3,13.3,71.8,0,0,0,,,,,18.4,350.8,1014.3,34.9,3.2,174.7,15,7,,2016-01-12T06:34:37,2016-01-12T17:27:04,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-13,25,12,18.9,25,12,18.9,14.2,75.7,0,0,0,,,,,14.8,312.9,1013.6,16.7,3.2,172.7,14.9,7,,2016-01-13T06:34:42,2016-01-13T17:27:46,0.11,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-14,25,14.7,19,25,14.7,19,13.6,72.6,0,0,0,,,,,14.8,359.5,1014,14.5,2.9,183.2,15.9,7,,2016-01-14T06:34:45,2016-01-14T17:28:28,0.15,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-15,25.1,14,19,25.1,14,19,13.5,73.6,0,0,0,,,,,20.5,341.3,1012.2,20.5,3.5,183.3,15.7,7,,2016-01-15T06:34:47,2016-01-15T17:29:10,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-16,26,13.4,19.9,26,13.4,19.9,13.3,70.1,0,0,0,,,,,9.7,21.1,1011.7,19.7,3.5,171.6,14.7,7,,2016-01-16T06:34:48,2016-01-16T17:29:52,0.22,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-17,27,13.7,20.3,26.4,13.7,20.2,13.3,69.1,2.5,100,16.67,rain,,,,22.3,340.5,1012.5,0.1,2.9,181.9,15.7,7,,2016-01-17T06:34:47,2016-01-17T17:30:35,0.25,Rain,Clear conditions throughout the day with rain clearing later.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-18,26,11.9,19.7,26,11.9,19.7,13.3,70.1,0,0,0,,,,,18.4,9.2,1012.3,14,3,187,16.1,7,,2016-01-18T06:34:45,2016-01-18T17:31:17,0.29,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-19,26.9,14.6,20.3,26.9,14.6,20.3,14,69.8,0.1,100,4.17,rain,,,,18.4,359.6,1012.2,14.8,2.8,189.5,16.5,7,,2016-01-19T06:34:42,2016-01-19T17:31:59,0.33,Rain,Clear conditions throughout the day with morning rain.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-20,27.1,16.7,21.1,26.8,16.7,21.1,14.1,66.4,0,0,0,,,,,14.8,316.8,1013.2,21.8,3.7,185.3,16.1,7,,2016-01-20T06:34:37,2016-01-20T17:32:41,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-21,21,17,18.9,21,17,18.9,16.9,88,1.6,100,41.67,rain,,,,14.8,8.7,1014.9,80.5,2.3,142.1,12.2,5,,2016-01-21T06:34:31,2016-01-21T17:33:23,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-22,24.6,16.3,19.9,24.6,16.3,19.9,13.8,71.2,0,0,0,,,,,19,333.7,1015.6,20.5,3.1,196.8,16.9,7,,2016-01-22T06:34:23,2016-01-22T17:34:05,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-23,22,13.2,17.9,22,13.2,17.9,13.9,78.4,0,0,0,,,,,22.3,350.1,1016.8,22.1,2.6,209.9,18.1,8,,2016-01-23T06:34:14,2016-01-23T17:34:47,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-24,23.9,12.8,17.4,23.9,12.8,17.4,12.6,75.8,0,0,0,,,,,15.5,5.6,1016.5,9.8,2.7,216.9,18.8,8,,2016-01-24T06:34:04,2016-01-24T17:35:28,0.5,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-25,24,11.3,17.6,24,11.3,17.6,11.3,68.7,0,0,0,,,,,18.4,327.7,1014.5,2.3,3.5,214.7,18.6,8,,2016-01-25T06:33:52,2016-01-25T17:36:10,0.54,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-26,24,12,18.2,24,12,18.2,9.2,59.2,0,0,0,,,,,22.3,326.2,1014.7,22.1,3.7,202.3,17.5,8,,2016-01-26T06:33:39,2016-01-26T17:36:51,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-27,24.4,10,18.3,24.4,10,18.3,9.1,59,0,0,0,,,,,14.8,321.9,1014.5,10.7,3.5,183.1,15.6,7,,2016-01-27T06:33:25,2016-01-27T17:37:32,0.6,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-28,24,13.6,18.4,24,13.6,18.4,13.1,73,0,0,0,,,,,14.8,180.1,1013.8,56.9,3.4,155.5,13.3,7,,2016-01-28T06:33:09,2016-01-28T17:38:12,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-29,25,15.9,20.3,25,15.9,20.3,15.2,75.1,0,0,0,,,,,18.4,270,1014.9,11.9,3.6,192.2,16.6,7,,2016-01-29T06:32:52,2016-01-29T17:38:52,0.67,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote"
Chittagong,2016-01-30,25,16.9,20.1,25,16.9,20.1,15.6,77.1,0,0,0,,,,,9.4,298.4,1013.6,36,2.3,184.5,15.9,7,,2016-01-30T06:32:34,2016-01-30T17:39:32,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-01-31,27,15.7,20.8,27.9,15.7,21,16,75.3,0,0,0,,,,,9.4,144.8,1013.4,14.8,2.7,167.4,14.5,6,,2016-01-31T06:32:14,2016-01-31T17:40:12,0.73,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-01,27,17.4,21.6,28.3,17.4,21.7,18.2,82.1,0,0,0,,,,,11.9,215.5,1014.4,19.7,3,198.6,17.1,8,,2016-02-01T06:31:53,2016-02-01T17:40:51,0.75,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-02,25,17,20.3,25,17,20.3,18,87.3,0,0,0,,,,,22.3,303.2,1014.8,21.9,2.2,210.9,18.3,8,,2016-02-02T06:31:31,2016-02-02T17:41:30,0.8,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-03,27.9,17.4,22,28.5,17.4,22.1,16.4,72.6,0,0,0,,,,,14.8,338.6,1013.6,19.5,2.9,202.2,17.4,7,,2016-02-03T06:31:08,2016-02-03T17:42:08,0.83,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-04,29,16.4,22.1,27.6,16.4,22,13.2,60.7,0,0,0,,,,,18.4,18.4,1014.4,10.8,3.7,210.5,18.3,8,,2016-02-04T06:30:43,2016-02-04T17:42:47,0.86,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-05,26.9,15.1,20.8,26.5,15.1,20.8,11.6,59.4,0,0,0,,,,,14.8,348.7,1013.6,10.8,3.7,215.4,18.7,8,,2016-02-05T06:30:17,2016-02-05T17:43:24,0.89,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-06,27.2,15.7,20.9,26.4,15.7,20.8,10.3,55.2,0,0,0,,,,,20.4,349.5,1012.7,10,3.3,220.9,19.2,8,,2016-02-06T06:29:50,2016-02-06T17:44:01,0.92,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-07,28,12.2,21.1,29.3,12.2,21.1,13.9,66.7,0,0,0,,,,,18.4,317.4,1014,3.4,2.9,219.9,19,8,,2016-02-07T06:29:21,2016-02-07T17:44:38,0.96,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-08,28.8,15.8,22.1,27.7,15.8,21.9,14.4,66.9,0,0,0,,,,,14.8,193,1013.7,0.4,3.3,225.6,19.3,8,,2016-02-08T06:28:52,2016-02-08T17:45:14,0,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-09,28,17.4,22.3,28.5,17.4,22.4,18,78.8,0,0,0,,,,,11.9,171,1012.9,38.4,3.5,189.3,16.4,7,,2016-02-09T06:28:21,2016-02-09T17:45:50,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-10,25.9,19,22.4,25.9,19,22.4,19.2,82.6,0.6,100,16.67,rain,,,,14.8,191.4,1012.2,55.6,3.5,195.1,16.9,8,,2016-02-10T06:27:49,2016-02-10T17:46:26,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-11,27.4,16,21.8,28.4,16,21.9,18.2,81.1,0,0,0,,,,,18.4,232.8,1011.5,8.2,3.1,204.4,17.5,8,,2016-02-11T06:27:16,2016-02-11T17:47:01,0.09,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-12,28,18.7,23.1,30.1,18.7,23.5,19.8,82.7,0.8,100,33.33,rain,,,,18.4,187,1011.5,62.6,3.4,194.7,16.8,7,,2016-02-12T06:26:42,2016-02-12T17:47:35,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-13,29,20.7,24.4,30.7,20.7,24.8,20.1,77.9,0,0,0,,,,,14.8,242.2,1012.5,36.3,3.8,222.8,19.3,8,,2016-02-13T06:26:07,2016-02-13T17:48:09,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-14,29,19.4,23.4,30.8,19.4,23.7,20.1,82.8,0.3,100,12.5,rain,,,,18.4,289,1013.3,8.4,3.2,209.3,18,8,,2016-02-14T06:25:31,2016-02-14T17:48:43,0.2,Rain,Clear conditions throughout the day with rain clearing later.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-15,31.8,20.1,24.8,32.7,20.1,25.1,19.2,74,0,0,0,,,,,14.8,345.1,1014.3,32.2,3.1,218.3,18.8,8,,2016-02-15T06:24:54,2016-02-15T17:49:16,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-16,31.8,20.8,25.3,33,20.8,25.6,17.9,65.9,0,0,0,,,,,14.8,357.6,1015,0,3.3,223.8,19.4,8,,2016-02-16T06:24:15,2016-02-16T17:49:48,0.27,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-17,32,18.5,25.5,31.8,18.5,25.7,17.5,63.7,0,0,0,,,,,18.4,338.6,1014.8,10.8,2.9,225.7,19.5,8,,2016-02-17T06:23:36,2016-02-17T17:50:20,0.31,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-18,32,20.5,25.6,32.9,20.5,25.9,18.7,68,0,0,0,,,,,20.5,276.8,1013.6,12.1,2.7,228.5,19.8,8,,2016-02-18T06:22:56,2016-02-18T17:50:52,0.34,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-19,31,21.1,25.7,31.1,21.1,26,19.1,70,0,0,0,,,,,22.3,200.7,1013.2,14.9,3.6,227.3,19.8,8,,2016-02-19T06:22:15,2016-02-19T17:51:23,0.38,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-20,31,21,25.4,33.7,21,26.2,21.1,78.7,0,0,0,,,,,27.7,191.4,1012.4,31,3.9,220,19,8,,2016-02-20T06:21:33,2016-02-20T17:51:54,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-21,30,22,25.5,33.3,22,26.5,22.1,83,0,0,0,,,,,29.5,177.4,1010.6,41.5,3.8,204.7,17.6,8,,2016-02-21T06:20:50,2016-02-21T17:52:24,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41978099999,VGEG,remote"
Chittagong,2016-02-22,30,23.1,25.7,34.1,23.1,26.7,22.7,84.1,19.9,100,62.5,rain,,,,25.9,183.6,1013,50.3,3.8,205.1,17.5,8,,2016-02-22T06:20:07,2016-02-22T17:52:54,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-23,30,22.4,26.1,34.1,22.4,27.4,22.6,82,8.8,100,45.83,rain,,,,27.7,187.2,1012.6,37.8,4,215.7,18.8,8,,2016-02-23T06:19:22,2016-02-23T17:53:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41963099999,41966099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-24,26,22,23.9,26,22,23.9,21.8,88.4,69.1,100,100,rain,,,,18.4,154.6,1013.5,70.8,3.5,165.1,14.3,6,,2016-02-24T06:18:37,2016-02-24T17:53:52,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41978099999,VGEG,remote"
Chittagong,2016-02-25,26,22,23.3,26,22,23.3,20,82.3,18.1,100,45.83,rain,,,,22.3,61.2,1015.2,67.5,3.6,94.9,8.1,3,,2016-02-25T06:17:51,2016-02-25T17:54:20,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41978099999,VGEG,remote"
Chittagong,2016-02-26,31,20.6,25,33,20.6,25.3,18.5,68.9,0,0,0,,,,,22.3,357.9,1015.3,47.3,4.1,226.8,19.6,8,,2016-02-26T06:17:04,2016-02-26T17:54:48,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41978099999,VGEG,remote"
Chittagong,2016-02-27,31.7,21.7,26.1,32.1,21.7,26.6,19.5,69,0,0,0,,,,,25.9,310.7,1015.6,64,3.9,149.4,12.9,5,,2016-02-27T06:16:16,2016-02-27T17:55:16,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-28,31,21,25.7,39.1,21,27,20.6,74.9,0,0,0,,,,,22.3,304.5,1016.5,12.8,3.5,245.4,21.4,9,,2016-02-28T06:15:28,2016-02-28T17:55:43,0.68,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-02-29,31.1,21.6,25.9,37.9,21.6,27.5,21.4,77.4,0,0,0,,,,,20.5,300.7,1015.8,26.3,3.4,243.8,21.2,9,,2016-02-29T06:14:39,2016-02-29T17:56:10,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-01,31.2,21.7,26,32.4,21.7,26.5,19.6,70.9,0,0,0,,,,,22.3,289.4,1013.7,16.5,3.2,238.1,20.6,8,,2016-03-01T06:13:49,2016-03-01T17:56:36,0.74,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-02,32.7,20.8,26.2,34.3,20.8,26.8,20,71.3,0,0,0,,,,,24.1,298.1,1013.9,23.7,3.6,243.7,21.1,8,,2016-03-02T06:12:59,2016-03-02T17:57:02,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-03,32,21.8,26,33.5,21.8,26.6,20.7,75.7,0,0,0,,,,,22.3,286.6,1014.3,28.2,3.4,217.4,18.7,8,,2016-03-03T06:12:08,2016-03-03T17:57:28,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-04,31,21,26.1,38.3,21,27.6,21.9,78,0,0,0,,,,,18.8,233.9,1012.3,52.1,4.4,250.5,21.8,9,,2016-03-04T06:11:17,2016-03-04T17:57:53,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-05,31.1,22,26.3,34.5,22,27.6,21.7,77.2,0,0,0,,,,,22.3,276.2,1011.1,47.3,3.6,218.8,19,8,,2016-03-05T06:10:25,2016-03-05T17:58:18,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-06,31,22,26.4,33.7,22,27.5,21.7,77.3,0,0,0,,,,,18.4,293.9,1011,25.8,3.1,202.2,17.5,8,,2016-03-06T06:09:33,2016-03-06T17:58:42,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-07,32.1,22.4,26.8,32.2,22.4,27.1,19.9,69.3,0,0,0,,,,,25.9,322.7,1010.6,1.5,3.2,246.9,21.3,9,,2016-03-07T06:08:40,2016-03-07T17:59:06,0.94,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-08,32.9,21.8,26.9,37.8,21.8,28.8,22.7,79.6,0,0,0,,,,,22.3,239.7,1009.8,4.9,3,249.7,21.6,9,,2016-03-08T06:07:46,2016-03-08T17:59:30,0.97,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-09,33,23,26.9,36.1,23,28.6,22.6,79,0,0,0,,,,,18.4,212.5,1009.8,18,3.3,246.7,21.3,9,,2016-03-09T06:06:53,2016-03-09T17:59:54,0,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-10,33,23.7,27.5,35.8,23.7,28.9,22.4,75.5,0,0,0,,,,,18,212.9,1011.4,48.5,4,229.2,19.9,8,,2016-03-10T06:05:58,2016-03-10T18:00:17,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-11,32,23.2,27.1,37.9,23.2,29.5,23.4,81.3,0,0,0,,,,,18.4,252.8,1011,33,3.7,174.3,15,7,,2016-03-11T06:05:04,2016-03-11T18:00:40,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-12,32,24.4,27.8,39.2,24.4,30.8,24.4,82.8,0,0,0,,,,,16.6,214.5,1009.6,81.3,3.2,225,19.4,8,,2016-03-12T06:04:09,2016-03-12T18:01:03,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-13,32,24.5,27.6,37.9,24.5,29.4,22.7,77,0,0,0,,,,,25.9,269.6,1011.4,74.9,3.1,201.8,17.4,8,,2016-03-13T06:03:14,2016-03-13T18:01:26,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41978099999,VGEG,remote"
Chittagong,2016-03-14,35,23.9,28.4,32.8,23.9,28.2,17.1,56.8,0,0,0,,,,,33.5,345.6,1011.3,64.1,3.8,176.1,15.3,6,,2016-03-14T06:02:18,2016-03-14T18:01:48,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-15,34,22.8,27.9,32.3,22.8,27.6,16.2,53.1,0,0,0,,,,,22.3,337.6,1010.3,35,4.4,223.2,19.3,8,,2016-03-15T06:01:22,2016-03-15T18:02:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2016-03-16,33.9,22.8,27.7,35.6,22.8,28.7,20.4,66.5,0,0,0,,,,,18.4,259.2,1010,46.4,3.9,261.1,22.4,9,,2016-03-16T06:00:26,2016-03-16T18:02:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
