datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2013-01-11,Narayanganj,18.0,8.0,12.7,18.0,8.0,12.7,9.7,83.2,0.0,0,0.0,,,,,9.4,30.1,1013.8,36.4,1.3,156.0,13.5,6,,2013-01-11T06:42:19,2013-01-11T17:29:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-01-12,Narayanganj,22.0,8.0,15.0,22.0,8.0,15.0,11.3,80.5,0.0,0,0.0,,,,,13.0,295.4,1014.0,35.1,1.4,160.8,13.8,6,,2013-01-12T06:42:22,2013-01-12T17:30:24,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41929099999,41923099999,remote,41922099999,41939099999"
2013-01-13,Narayanganj,25.0,11.0,17.1,25.0,11.0,17.1,12.8,77.0,0.0,0,0.0,,,,,5.4,286.7,1011.8,16.2,1.8,163.0,14.1,6,,2013-01-13T06:42:25,2013-01-13T17:31:08,0.05,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-01-14,Narayanganj,25.0,11.0,17.8,25.0,11.0,17.8,12.6,74.4,0.0,0,0.0,,,,,5.4,351.9,1012.4,22.1,1.7,169.1,14.4,6,,2013-01-14T06:42:26,2013-01-14T17:31:51,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VGHS,41933099999,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2013-01-15,Narayanganj,26.0,12.7,18.7,26.0,12.7,18.7,11.9,68.1,0.0,0,0.0,,,,,11.2,301.9,1014.1,21.7,2.3,175.1,15.0,7,,2013-01-15T06:42:26,2013-01-15T17:32:35,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-01-16,Narayanganj,26.0,15.0,19.5,26.0,15.0,19.5,13.0,68.5,0.0,0,0.0,,,,,7.6,6.5,1015.2,10.1,2.4,171.7,14.8,7,,2013-01-16T06:42:24,2013-01-16T17:33:18,0.14,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2013-01-17,Narayanganj,27.0,14.0,20.1,27.3,14.0,20.1,14.4,71.6,0.0,0,0.0,,,,,9.4,319.4,1015.7,34.2,2.0,153.6,13.4,6,,2013-01-17T06:42:21,2013-01-17T17:34:02,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VGHS,41933099999,41941099999,41929099999,41923099999,remote,41922099999,41939099999"
2013-01-18,Narayanganj,29.0,14.0,20.9,28.6,14.0,20.8,13.9,67.3,0.0,0,0.0,,,,,9.4,25.2,1015.8,28.7,2.9,176.5,15.3,7,,2013-01-18T06:42:16,2013-01-18T17:34:46,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-01-19,Narayanganj,29.0,13.9,20.8,28.6,13.9,20.8,14.9,71.6,0.0,0,0.0,,,,,11.2,318.9,1014.5,0.0,2.5,173.2,14.9,7,,2013-01-19T06:42:10,2013-01-19T17:35:30,0.25,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-01-20,Narayanganj,26.0,16.6,20.7,26.0,16.6,20.7,15.3,72.1,0.0,0,0.0,,,,,14.8,317.5,1014.2,4.3,2.4,168.8,14.5,6,,2013-01-20T06:42:03,2013-01-20T17:36:13,0.27,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-01-21,Narayanganj,25.0,18.0,21.1,25.0,18.0,21.1,14.2,66.2,0.0,0,0.0,,,,,14.8,314.0,1016.2,6.2,2.8,175.5,15.1,7,,2013-01-21T06:41:54,2013-01-21T17:36:57,0.31,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-01-22,Narayanganj,25.0,15.0,20.2,25.0,15.0,20.2,13.2,65.8,0.0,0,0.0,,,,,18.4,295.7,1016.5,0.4,2.9,201.5,17.4,7,,2013-01-22T06:41:44,2013-01-22T17:37:40,0.34,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-01-23,Narayanganj,28.0,15.0,20.2,27.5,15.0,20.1,13.0,66.0,0.0,0,0.0,,,,,14.8,294.2,1015.3,4.4,2.9,211.9,18.1,8,,2013-01-23T06:41:32,2013-01-23T17:38:24,0.37,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-01-24,Narayanganj,27.0,14.0,19.3,27.0,14.0,19.3,13.2,69.7,0.0,0,0.0,,,,,14.8,291.8,1014.9,0.0,3.0,211.3,18.0,8,,2013-01-24T06:41:19,2013-01-24T17:39:07,0.4,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-01-25,Narayanganj,23.0,12.0,17.4,23.0,12.0,17.4,12.2,73.2,0.0,0,0.0,,,,,18.4,288.8,1015.4,17.2,2.5,212.5,18.3,8,,2013-01-25T06:41:04,2013-01-25T17:39:50,0.44,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-01-26,Narayanganj,26.0,13.0,17.5,26.0,13.0,17.5,11.0,67.8,0.0,0,0.0,,,,,18.4,299.2,1015.5,1.2,2.6,204.8,17.5,8,,2013-01-26T06:40:49,2013-01-26T17:40:33,0.47,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-01-27,Narayanganj,23.0,11.8,17.4,23.0,11.8,17.4,12.1,72.5,0.0,0,0.0,,,,,14.8,287.2,1015.2,18.3,2.1,194.5,16.8,7,,2013-01-27T06:40:31,2013-01-27T17:41:15,0.5,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-01-28,Narayanganj,25.1,11.3,18.2,25.1,11.3,18.2,12.3,70.5,0.0,0,0.0,,,,,18.4,295.4,1013.8,45.8,2.0,130.8,11.4,6,,2013-01-28T06:40:13,2013-01-28T17:41:57,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41929099999,41923099999,remote,41922099999,41939099999"
2013-01-29,Narayanganj,25.0,12.0,18.6,25.0,12.0,18.6,12.4,69.4,0.0,0,0.0,,,,,14.8,284.1,1012.6,3.8,2.1,192.0,16.6,7,,2013-01-29T06:39:53,2013-01-29T17:42:39,0.57,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-01-30,Narayanganj,27.1,14.4,20.0,27.2,14.4,20.0,12.8,66.0,0.0,0,0.0,,,,,14.8,293.0,1014.5,13.5,2.2,193.3,16.5,7,,2013-01-30T06:39:31,2013-01-30T17:43:21,0.61,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2013-01-31,Narayanganj,28.0,14.9,20.6,27.8,14.9,20.6,13.3,65.1,0.0,0,0.0,,,,,7.6,303.0,1015.0,7.2,2.4,178.5,15.4,7,,2013-01-31T06:39:09,2013-01-31T17:44:02,0.64,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-01,Narayanganj,24.0,15.0,19.8,24.0,15.0,19.8,14.6,73.2,0.0,0,0.0,,,,,9.4,295.9,1014.9,54.7,2.0,97.1,8.3,5,,2013-02-01T06:38:45,2013-02-01T17:44:44,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-02,Narayanganj,27.1,15.0,20.7,27.7,15.0,20.7,14.9,72.3,0.0,0,0.0,,,,,14.8,274.2,1014.2,58.1,1.6,178.3,15.4,7,,2013-02-02T06:38:20,2013-02-02T17:45:24,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-02-03,Narayanganj,29.1,16.9,22.2,28.9,16.9,22.2,15.1,66.3,0.0,0,0.0,,,,,14.8,287.0,1012.8,30.2,2.6,176.1,15.1,7,,2013-02-03T06:37:53,2013-02-03T17:46:04,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-04,Narayanganj,28.0,16.9,22.0,27.8,16.9,21.9,14.7,65.6,0.0,0,0.0,,,,,11.2,301.7,1014.7,2.1,2.9,201.1,17.4,7,,2013-02-04T06:37:25,2013-02-04T17:46:44,0.79,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-05,Narayanganj,28.0,16.6,22.5,28.0,16.6,22.5,15.6,67.5,0.0,0,0.0,,,,,14.8,18.0,1015.5,7.8,2.9,215.8,18.7,8,,2013-02-05T06:36:56,2013-02-05T17:47:24,0.82,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-06,Narayanganj,30.0,17.1,23.7,29.2,17.1,23.5,14.8,60.7,0.0,0,0.0,,,,,18.4,318.0,1013.7,0.2,3.1,222.7,19.3,8,,2013-02-06T06:36:26,2013-02-06T17:48:03,0.86,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-07,Narayanganj,30.1,17.9,23.5,29.2,17.9,23.4,15.3,62.0,0.0,0,0.0,,,,,18.4,297.6,1011.4,18.5,3.2,200.0,17.5,7,,2013-02-07T06:35:55,2013-02-07T17:48:42,0.89,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-08,Narayanganj,30.0,18.2,23.2,30.8,18.2,23.3,16.0,64.9,0.0,0,0.0,,,,,18.4,302.2,1011.8,55.9,3.7,183.0,15.9,7,,2013-02-08T06:35:22,2013-02-08T17:49:20,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2013-02-09,Narayanganj,28.0,17.7,22.4,27.6,17.7,22.3,13.5,59.1,0.0,0,0.0,,,,,18.4,297.2,1013.1,25.2,3.9,227.2,19.8,8,,2013-02-09T06:34:48,2013-02-09T17:49:58,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-10,Narayanganj,27.0,16.0,21.8,26.7,16.0,21.8,12.5,58.0,0.0,0,0.0,,,,,18.4,303.2,1012.8,0.0,3.5,243.4,21.2,9,,2013-02-10T06:34:13,2013-02-10T17:50:35,0.0,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-02-11,Narayanganj,29.0,17.0,22.6,28.4,17.0,22.6,14.3,61.7,0.0,0,0.0,,,,,18.4,295.4,1012.1,2.0,3.3,235.1,20.3,8,,2013-02-11T06:33:37,2013-02-11T17:51:12,0.03,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-02-12,Narayanganj,30.0,12.5,23.2,29.2,12.5,23.1,13.7,57.1,0.0,0,0.0,,,,,14.8,304.9,1012.0,45.7,3.6,210.9,18.4,8,,2013-02-12T06:33:00,2013-02-12T17:51:48,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999"
2013-02-13,Narayanganj,30.0,19.0,24.0,29.7,19.0,23.9,15.1,59.3,0.0,0,0.0,,,,,11.5,293.0,1011.0,71.6,3.6,184.9,16.1,7,,2013-02-13T06:32:22,2013-02-13T17:52:24,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-14,Narayanganj,30.0,19.0,24.0,29.0,19.0,23.8,14.1,56.2,0.0,0,0.0,,,,,18.4,297.4,1011.2,19.4,3.7,219.2,19.0,8,,2013-02-14T06:31:43,2013-02-14T17:53:00,0.13,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-15,Narayanganj,30.0,18.0,24.0,29.0,18.0,23.7,13.7,55.7,0.0,0,0.0,,,,,18.4,319.0,1011.7,2.0,3.8,239.1,20.7,8,,2013-02-15T06:31:03,2013-02-15T17:53:35,0.16,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-16,Narayanganj,30.0,19.7,23.8,29.2,19.7,23.8,15.1,59.5,0.0,0,0.0,,,,,22.3,333.9,1010.6,51.1,3.1,217.3,18.8,7,,2013-02-16T06:30:21,2013-02-16T17:54:09,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-17,Narayanganj,25.0,19.0,21.8,25.0,19.0,21.8,16.9,74.1,1.0,100,29.17,rain,,,,29.5,310.2,1009.6,89.4,2.7,154.1,13.3,7,,2013-02-17T06:29:39,2013-02-17T17:54:43,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-18,Narayanganj,24.0,17.0,20.0,24.0,17.0,20.0,15.7,77.5,4.7,100,41.67,rain,,,,18.4,295.0,1011.3,63.7,2.1,221.4,19.2,8,,2013-02-18T06:28:56,2013-02-18T17:55:17,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-19,Narayanganj,28.0,15.7,21.4,27.6,15.7,21.3,14.5,67.4,0.0,0,0.0,,,,,14.8,330.0,1012.4,28.2,3.0,242.9,21.0,8,,2013-02-19T06:28:12,2013-02-19T17:55:50,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-20,Narayanganj,28.0,16.7,22.0,27.6,16.7,22.0,13.8,61.7,0.0,0,0.0,,,,,18.4,296.4,1012.1,7.0,3.5,243.3,20.9,9,,2013-02-20T06:27:27,2013-02-20T17:56:23,0.32,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-21,Narayanganj,27.0,17.7,21.9,27.3,17.7,21.9,14.6,64.5,0.0,0,0.0,,,,,18.4,311.1,1012.1,0.0,3.5,241.1,20.9,8,,2013-02-21T06:26:41,2013-02-21T17:56:55,0.35,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-02-22,Narayanganj,32.0,19.5,24.3,30.6,19.5,24.1,14.5,57.1,0.0,0,0.0,,,,,22.3,324.2,1013.4,0.2,3.9,249.3,21.5,9,,2013-02-22T06:25:54,2013-02-22T17:57:27,0.38,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41929099999,41923099999,remote,41922099999,41939099999"
2013-02-23,Narayanganj,32.0,19.0,24.5,32.4,19.0,24.5,15.9,60.9,0.0,0,0.0,,,,,18.4,295.2,1012.3,0.0,3.8,247.1,21.2,9,,2013-02-23T06:25:06,2013-02-23T17:57:59,0.42,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-24,Narayanganj,33.0,19.0,25.3,32.3,19.0,25.2,15.4,57.1,0.0,0,0.0,,,,,22.3,299.0,1011.9,7.0,3.6,251.9,21.8,9,,2013-02-24T06:24:18,2013-02-24T17:58:30,0.45,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-02-25,Narayanganj,32.0,20.4,25.6,30.3,20.4,25.3,14.6,53.6,0.0,0,0.0,,,,,18.4,306.9,1012.4,18.0,3.7,245.4,21.3,9,,2013-02-25T06:23:29,2013-02-25T17:59:00,0.48,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-26,Narayanganj,33.0,21.0,26.1,31.7,21.0,25.8,14.8,52.7,0.0,0,0.0,,,,,24.1,311.1,1013.0,0.0,3.8,253.1,21.8,9,,2013-02-26T06:22:39,2013-02-26T17:59:30,0.5,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-02-27,Narayanganj,33.0,20.0,25.6,32.7,20.0,25.5,15.6,56.0,0.0,0,0.0,,,,,18.4,300.2,1011.2,0.0,3.9,249.5,21.4,9,,2013-02-27T06:21:48,2013-02-27T18:00:00,0.55,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-02-28,Narayanganj,33.0,18.0,25.3,32.6,18.0,25.2,15.1,55.4,0.0,0,0.0,,,,,18.4,284.7,1009.6,0.2,3.9,263.1,22.7,9,,2013-02-28T06:20:57,2013-02-28T18:00:29,0.59,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2013-03-01,Narayanganj,31.0,19.7,25.0,30.0,19.7,24.8,14.3,53.8,0.0,0,0.0,,,,,18.4,299.2,1010.8,2.3,4.3,269.7,23.3,9,,2013-03-01T06:20:05,2013-03-01T18:00:58,0.62,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-03-02,Narayanganj,30.0,17.8,24.2,28.8,17.8,24.0,13.0,52.1,0.0,0,0.0,,,,,18.4,302.5,1011.7,0.2,3.9,271.7,23.3,9,,2013-03-02T06:19:13,2013-03-02T18:01:27,0.66,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2013-03-03,Narayanganj,32.0,18.7,25.1,31.0,18.7,24.9,14.7,54.9,0.0,0,0.0,,,,,14.8,295.5,1011.7,0.0,4.1,264.6,22.8,9,,2013-03-03T06:18:19,2013-03-03T18:01:55,0.69,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-03-04,Narayanganj,33.0,19.0,25.6,32.6,19.0,25.6,15.8,57.1,0.0,0,0.0,,,,,14.8,290.1,1012.5,0.0,3.9,252.8,22.0,9,,2013-03-04T06:17:26,2013-03-04T18:02:23,0.73,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-03-05,Narayanganj,33.0,17.5,26.4,33.0,17.5,26.4,16.2,56.0,0.0,0,0.0,,,,,14.8,312.8,1013.2,0.5,3.7,263.2,22.8,9,,2013-03-05T06:16:31,2013-03-05T18:02:50,0.75,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-03-06,Narayanganj,33.0,19.7,26.2,31.0,19.7,25.7,14.5,52.8,0.0,0,0.0,,,,,14.8,280.7,1012.7,9.5,3.7,240.3,20.7,8,,2013-03-06T06:15:37,2013-03-06T18:03:18,0.8,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-03-07,Narayanganj,33.0,21.0,26.4,31.9,21.0,26.2,14.3,50.7,0.0,0,0.0,,,,,18.4,343.8,1012.6,0.7,4.0,258.9,22.2,9,,2013-03-07T06:14:41,2013-03-07T18:03:44,0.84,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-03-08,Narayanganj,33.0,20.0,26.7,31.3,20.0,26.3,14.3,49.4,0.0,0,0.0,,,,,27.7,294.5,1011.7,10.9,3.9,249.3,21.4,9,,2013-03-08T06:13:45,2013-03-08T18:04:11,0.87,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-03-09,Narayanganj,33.0,20.0,26.5,31.3,20.0,26.1,14.2,50.3,0.0,0,0.0,,,,,18.4,279.2,1009.8,0.0,4.0,244.9,21.2,9,,2013-03-09T06:12:49,2013-03-09T18:04:37,0.91,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-03-10,Narayanganj,34.0,20.7,27.2,33.3,20.7,27.1,15.4,50.9,0.0,0,0.0,,,,,14.8,162.6,1008.8,0.1,4.0,263.7,23.0,9,,2013-03-10T06:11:53,2013-03-10T18:05:03,0.94,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-03-11,Narayanganj,32.0,23.2,27.1,32.4,23.2,27.5,18.7,61.6,0.0,0,0.0,,,,,18.4,214.3,1009.3,29.7,3.8,244.9,21.3,9,,2013-03-11T06:10:56,2013-03-11T18:05:29,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
2013-03-12,Narayanganj,32.0,23.7,27.4,32.9,23.7,28.9,21.3,70.5,0.0,0,0.0,,,,,18.4,195.0,1008.6,52.4,4.2,234.5,20.1,9,,2013-03-12T06:09:58,2013-03-12T18:05:54,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41929099999,41923099999,41922099999,41939099999"
2013-03-13,Narayanganj,32.0,25.0,27.8,34.9,25.0,29.6,22.0,71.8,0.0,0,0.0,,,,,14.8,148.6,1010.1,69.7,4.0,247.7,21.4,9,,2013-03-13T06:09:01,2013-03-13T18:06:19,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2013-03-14,Narayanganj,33.0,23.8,28.0,37.7,23.8,29.5,20.8,67.2,0.0,0,0.0,,,,,14.8,193.8,1010.7,74.8,3.4,198.1,17.1,7,,2013-03-14T06:08:03,2013-03-14T18:06:44,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41933099999,41941099999,41923099999,41929099999,41922099999,41939099999"
