name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chittagong,2018-01-18,26,15.7,19.3,26,15.7,19.3,14.2,75.5,0,0,0,,,,,18.4,349.2,1011.8,0,2.8,192.9,16.8,7,,2018-01-18T06:34:43,2018-01-18T17:31:38,0.04,Clear,Clear conditions throughout the day.,clear-day,"41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-01-19,26,15.4,20,26,15.4,20,14.9,75.7,0,0,0,,,,,18.4,351.4,1012.6,0,3.4,203.7,17.6,8,,2018-01-19T06:34:39,2018-01-19T17:32:20,0.07,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote"
Chittagong,2018-01-20,26,15.1,19.7,26,15.1,19.7,14.4,73.9,0,0,0,,,,,22.3,352.1,1011.8,0,3.1,198.2,17.2,7,,2018-01-20T06:34:34,2018-01-20T17:33:02,0.11,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote"
Chittagong,2018-01-21,25,14.3,19.1,25,14.3,19.1,14.2,75.2,0,0,0,,,,,18.4,358,1011.1,19.3,2.8,210.2,18,8,,2018-01-21T06:34:27,2018-01-21T17:33:44,0.14,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote"
Chittagong,2018-01-22,26,14.1,19.4,26,14.1,19.4,15.2,78.5,0,0,0,,,,,13.3,6,1010.3,17.4,2.9,205.4,17.8,8,,2018-01-22T06:34:19,2018-01-22T17:34:26,0.18,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote"
Chittagong,2018-01-23,25,14.6,19.4,25,14.6,19.4,14.2,75.3,0,0,0,,,,,13,20.1,1010.1,0,3.2,200.2,17.3,7,,2018-01-23T06:34:09,2018-01-23T17:35:08,0.21,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote"
Chittagong,2018-01-24,26,15.3,20.1,26,15.3,20.1,15.1,76,0,0,0,,,,,9.7,4.8,1008.2,8.8,3.1,199.5,17.1,7,,2018-01-24T06:33:58,2018-01-24T17:35:49,0.25,Clear,Clear conditions throughout the day.,clear-day,"41978099999,VGEG,remote"
Chittagong,2018-01-25,26,14.9,20.1,26,14.9,20.1,15.2,76.5,0,0,0,,,,,11.5,27.7,1009.4,0,2.8,169.2,14.6,7,,2018-01-25T06:33:46,2018-01-25T17:36:30,0.25,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-01-26,26.1,14.1,20.2,26.1,14.1,20.2,12.6,66.9,0,0,0,,,,,18.4,351.2,1010.2,0.6,3.2,199.9,17.2,8,,2018-01-26T06:33:32,2018-01-26T17:37:11,0.32,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-01-27,27,14.3,19.5,26.6,14.3,19.5,12,65.1,0,0,0,,,,,12.6,20.8,1011.6,1.2,3.5,194.1,16.9,7,,2018-01-27T06:33:17,2018-01-27T17:37:52,0.35,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-01-28,25,13.1,18.7,25,13.1,18.7,12,68.3,0,0,0,,,,,29.5,351.7,1012.9,19.6,3.6,220,18.9,8,,2018-01-28T06:33:00,2018-01-28T17:38:32,0.39,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-01-29,25,12.4,18.4,25,12.4,18.4,9.7,61.9,0,0,0,,,,,25.9,356.1,1013.7,15.1,3.7,219.9,19,8,,2018-01-29T06:32:43,2018-01-29T17:39:13,0.42,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-01-30,26,12.9,18.7,26,12.9,18.7,11.6,68.8,0,0,0,,,,,14,55.8,1012.4,12.5,3.2,211.8,18.2,8,,2018-01-30T06:32:24,2018-01-30T17:39:52,0.45,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-01-31,25.8,13.9,19.5,25.8,13.9,19.5,14.4,75.2,0,0,0,,,,,18.4,151.5,1011.5,2.9,3.5,194.1,16.8,7,,2018-01-31T06:32:03,2018-01-31T17:40:32,0.5,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-01,28,15.2,20.9,28,15.2,20.9,17.2,81.1,0,0,0,,,,,15.5,144.1,1011.6,0.3,3.3,203,17.6,7,,2018-02-01T06:31:42,2018-02-01T17:41:11,0.52,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-02,26,16,20.6,26,16,20.6,17.1,81.1,0,0,0,,,,,10.4,161.7,1011.5,0.5,3.4,185.5,16,7,,2018-02-02T06:31:19,2018-02-02T17:41:49,0.56,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-03,27,16,21.1,28.2,16,21.2,16.9,80,0,0,0,,,,,12.6,118.7,1012.9,7.7,2.6,192.6,16.6,7,,2018-02-03T06:30:55,2018-02-03T17:42:28,0.59,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-04,26,16.7,20.9,26,16.7,20.9,18.2,85.7,0,0,0,,,,,12.6,176,1013.5,23.1,2.7,197.5,17,7,,2018-02-04T06:30:29,2018-02-04T17:43:06,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-05,27,16.7,21.1,27.5,16.7,21.1,17.9,84.1,0,0,0,,,,,14.8,101.9,1015.1,37.9,2.8,195.4,16.9,7,,2018-02-05T06:30:03,2018-02-05T17:43:43,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41978099999,VGEG,remote"
Chittagong,2018-02-06,27,17.3,21.4,29.6,17.3,21.5,19.2,87.8,0,0,0,,,,,9.4,304.2,1013.3,28.9,3,206.4,17.7,8,,2018-02-06T06:29:35,2018-02-06T17:44:20,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-07,26.1,18.3,21.9,26.1,18.3,21.9,19.3,86.3,0,0,0,,,,,10.4,178.9,1011.7,27.6,2.2,208.5,18.1,8,,2018-02-07T06:29:06,2018-02-07T17:44:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-08,26.1,19.1,22.4,26.1,19.1,22.4,20.2,87.9,0,0,0,,,,,14.8,164.4,1011.1,64.5,2.5,129.9,11.2,6,,2018-02-08T06:28:36,2018-02-08T17:45:33,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-09,27,18.1,22.4,27.9,18.1,22.5,19.2,83.6,0,0,0,,,,,10.1,125.5,1011.5,36.5,2.6,208.1,18,8,,2018-02-09T06:28:05,2018-02-09T17:46:08,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-10,26.1,18.9,22.5,26.1,18.9,22.5,19.1,81.8,0,0,0,,,,,10.5,286.8,1013.8,45,2.4,182.5,15.8,7,,2018-02-10T06:27:32,2018-02-10T17:46:43,0.82,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-11,27.1,19.4,22.6,27,19.4,22.6,16.3,69.9,0,0,0,,,,,11.2,353.8,1014.9,69.3,3.3,96.9,8.5,4,,2018-02-11T06:26:59,2018-02-11T17:47:18,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-12,29.2,17,23.2,28.7,17,23.1,13.1,55.9,0,0,0,,,,,22.3,351.6,1015.6,49.9,3.8,191.7,16.5,7,,2018-02-12T06:26:24,2018-02-12T17:47:52,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-13,30.9,17.7,23.7,29.4,17.7,23.6,14.3,59,0,0,0,,,,,18.4,352.4,1016.1,51,3.6,218.9,18.9,8,,2018-02-13T06:25:48,2018-02-13T17:48:26,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-14,30,18.4,23.8,29.4,18.4,23.7,14.5,58.3,0,0,0,,,,,31.7,342.2,1016.3,46.5,3.9,221.9,19.3,8,,2018-02-14T06:25:12,2018-02-14T17:48:59,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-15,28,16.5,22.9,27.8,16.5,22.8,13.9,60.9,0,0,0,,,,,30.5,342.2,1016.7,6.8,3.8,235.9,20.4,8,,2018-02-15T06:24:34,2018-02-15T17:49:32,0.98,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-16,28.1,17,22.1,27.9,17,22.1,15.4,67.6,0,0,0,,,,,27.7,328.1,1013.9,19.6,4,247.1,21.3,9,,2018-02-16T06:23:55,2018-02-16T17:50:05,0,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-17,29,16.3,22.1,28.4,16.3,22,15.4,69.2,0,0,0,,,,,22.3,325.5,1010.8,11.8,3.7,229.7,19.7,8,,2018-02-17T06:23:16,2018-02-17T17:50:36,0.05,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-18,29.1,15.2,22.9,28.1,15.2,22.9,15.8,66.9,0,0,0,,,,,18.4,337.7,1011.3,18.2,3.2,230.6,20.1,8,,2018-02-18T06:22:35,2018-02-18T17:51:08,0.08,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-19,30,16.8,23,28.4,16.8,22.7,13.9,61.7,0,0,0,,,,,22.3,340.6,1011.7,0.2,3.5,228.7,19.8,8,,2018-02-19T06:21:54,2018-02-19T17:51:39,0.12,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-20,30,17.9,24,29.1,17.9,23.8,14.5,59.6,0,0,0,,,,,25.9,358.5,1010.9,27.2,3.7,227.6,19.7,8,,2018-02-20T06:21:11,2018-02-20T17:52:09,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-21,29.4,18.3,23.7,29.9,18.3,23.7,17.3,69.4,0,0,0,,,,,7.6,357.7,1009.6,11.5,3.6,222.2,19.1,8,,2018-02-21T06:20:28,2018-02-21T17:52:39,0.19,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,remote,41989099999"
Chittagong,2018-02-22,28.4,19.1,23.5,29.7,19.1,23.8,19.1,77.9,0,0,0,,,,,8.3,176.1,1009.5,3.7,3.3,228.6,19.8,8,,2018-02-22T06:19:44,2018-02-22T17:53:09,0.23,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-23,28,20.2,23.7,29.2,20.2,23.9,20.2,82.1,0,0,0,,,,,18.7,266.5,1010.9,3.9,3.2,229.5,19.9,8,,2018-02-23T06:18:59,2018-02-23T17:53:38,0.25,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-24,31,20.3,24.8,30.3,20.3,24.7,18.6,73.1,0,0,0,,,,,9.4,181.6,1013.2,9.3,3,231.4,19.9,8,,2018-02-24T06:18:13,2018-02-24T17:54:06,0.3,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-25,32,18.7,25.4,30.5,18.7,25.1,16,62.9,0,0,0,,,,,13,121.6,1012,0,4.3,244.2,21,9,,2018-02-25T06:17:26,2018-02-25T17:54:34,0.33,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-26,30,19.9,23.9,30,19.9,24,17.6,70.4,1.8,100,37.5,rain,,,,25.4,83.3,1011.1,47.1,3.7,201.6,17.4,8,,2018-02-26T06:16:39,2018-02-26T17:55:02,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-27,30,19.3,24.5,30.1,19.3,24.7,18.3,70.4,0,0,0,,,,,11.2,353.8,1010.6,5.4,3.4,240.7,21,9,,2018-02-27T06:15:51,2018-02-27T17:55:30,0.4,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-02-28,30,20.4,24.8,32.5,20.4,25.4,20.3,77.1,0,0,0,,,,,15.3,322.9,1010.2,5.5,3.4,245.6,21.3,9,,2018-02-28T06:15:03,2018-02-28T17:55:57,0.44,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-01,31,20.2,24.9,31.8,20.2,25.2,20.1,76.8,0.5,100,12.5,rain,,,,10.4,269.4,1009.7,0.3,3.4,238.8,20.5,8,,2018-03-01T06:14:13,2018-03-01T17:56:23,0.47,Rain,Clear conditions throughout the day with morning rain.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-02,30,20.8,25.2,32.8,20.8,25.9,20.9,79.8,0.4,100,12.5,rain,,,,9.7,206.3,1008.8,0.3,3.4,234.8,20.3,8,,2018-03-02T06:13:23,2018-03-02T17:56:49,0.5,Rain,Clear conditions throughout the day with early morning rain.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-03,30,21,25.4,35.1,21,26.8,22.3,84.1,0,0,0,,,,,18.4,201.5,1007.5,9.4,3.5,247.4,21.4,9,,2018-03-03T06:12:33,2018-03-03T17:57:15,0.54,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-04,30,20.9,25.7,35.1,20.9,27.5,22.8,85.2,0,0,0,,,,,24.6,190.6,1009.2,28.8,3.5,247.9,21.4,9,,2018-03-04T06:11:42,2018-03-04T17:57:40,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-05,30.9,21.1,25.7,34.4,21.1,26.8,22.5,83.8,0,0,0,,,,,12.2,159.5,1009.5,12.8,3.5,247.2,21.4,9,,2018-03-05T06:10:50,2018-03-05T17:58:05,0.6,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-06,32,22.6,26.7,35.8,22.6,27.9,21.7,76.2,0,0,0,,,,,10.3,240.8,1009.5,6.5,3.4,232.4,20,8,,2018-03-06T06:09:58,2018-03-06T17:58:30,0.64,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-07,33,21.9,27.2,33,21.9,27.4,19.4,66.7,0,0,0,,,,,18.4,313.2,1010.7,2.5,3.8,248.5,21.2,9,,2018-03-07T06:09:05,2018-03-07T17:58:54,0.67,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-08,34,20.7,26.7,42.3,20.7,28,17.3,60.8,0,0,0,,,,,24.1,341.6,1010.7,2.3,4.3,267.2,23,10,,2018-03-08T06:08:12,2018-03-08T17:59:18,0.7,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-09,32.1,18.5,25.6,30.7,18.5,25.3,14.3,54,0,0,0,,,,,17,357.4,1009.5,11.7,3.7,272,23.5,9,,2018-03-09T06:07:19,2018-03-09T17:59:42,0.75,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-10,32.3,19.4,26.1,31.7,19.4,26.1,16.6,58.5,0,0,0,,,,,16.6,345,1010,9.8,3.8,272.1,23.3,9,,2018-03-10T06:06:25,2018-03-10T18:00:06,0.76,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-11,31,20.2,26.2,34.5,20.2,27.4,20.5,72.3,0,0,0,,,,,14.8,256.6,1011.4,4.2,3.4,264.8,22.8,9,,2018-03-11T06:05:30,2018-03-11T18:00:29,0.8,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-12,31.8,20.8,26,33.1,20.8,26.6,20.6,74.5,0,0,0,,,,,7.6,208.3,1011.2,20.5,3.3,265,22.8,9,,2018-03-12T06:04:36,2018-03-12T18:00:52,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-13,31,21.1,26.1,33.9,21.1,27,19.6,68.6,0,0,0,,,,,12.3,190.8,1010.3,29,4.5,241.4,20.8,9,,2018-03-13T06:03:41,2018-03-13T18:01:14,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-14,30,21.6,25.7,36.2,21.6,27.1,22,80.8,0,0,0,,,,,10.8,182.7,1009.4,30.5,4.3,262.8,22.8,9,,2018-03-14T06:02:45,2018-03-14T18:01:37,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-15,32,22,26.6,36.8,22,28.5,23.3,83.1,0,0,0,,,,,22.3,211.3,1009,20,3.8,260.7,22.4,9,,2018-03-15T06:01:49,2018-03-15T18:01:59,0.93,Clear,Partly cloudy throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-16,26.1,23,24.7,26.1,23,24.7,23.2,91,1.2,100,50,rain,,,,13.7,178.4,1008.9,70.2,3.2,203.9,17.6,7,,2018-03-16T06:00:54,2018-03-16T18:02:21,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-17,29.2,23.1,25.6,34.8,23.1,26.8,23,85.9,0.3,100,12.5,rain,,,,17.2,174.2,1009.7,83.7,3.1,217.4,18.7,8,,2018-03-17T05:59:57,2018-03-17T18:02:43,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-18,32,22,26.3,40.6,22,28.4,23.1,83.5,0,0,0,,,,,10.4,193.6,1011,25.3,3.7,259.4,22.5,9,,2018-03-18T05:59:01,2018-03-18T18:03:05,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
Chittagong,2018-03-19,31.2,22.7,26.9,35.5,22.7,28.9,22.5,77.5,0,0,0,,,,,27.7,299.3,1010.8,17.7,3.6,271,23.4,9,,2018-03-19T05:58:05,2018-03-19T18:03:26,0.06,Clear,Clear conditions throughout the day.,clear-day,"41963099999,41966099999,41965099999,41978099999,41964099999,VGEG,remote,41989099999"
