datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2012-01-15,Rajshahi,72.1,46.5,58.0,72.1,45.5,57.5,41.3,57.0,0.0,0,0.0,,,,,5.8,329.6,1013.7,0.0,3.7,160.8,14.0,7,,2012-01-15T06:51:20,2012-01-15T17:38:14,0.71,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-16,Rajshahi,74.9,45.8,61.2,74.9,45.8,61.1,42.2,52.1,0.0,0,0.0,,,,,6.7,328.4,1011.5,5.0,3.7,160.6,13.8,6,,2012-01-16T06:51:19,2012-01-16T17:38:58,0.75,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-17,Rajshahi,79.4,50.6,65.7,79.4,50.6,65.7,49.6,57.7,0.0,0,0.0,,,,,7.8,212.4,1009.6,40.1,3.5,175.2,15.0,7,,2012-01-17T06:51:16,2012-01-17T17:39:43,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-01-18,Rajshahi,81.8,55.8,66.6,80.4,55.8,66.4,52.9,65.8,0.0,0,0.0,,,,,6.5,309.8,1009.6,4.4,3.3,176.1,15.3,7,,2012-01-18T06:51:12,2012-01-18T17:40:27,0.82,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-19,Rajshahi,80.9,55.1,66.5,80.2,55.1,66.4,52.4,63.2,0.032,100,20.83,rain,,,,7.4,74.0,1011.4,12.9,2.7,169.2,14.6,7,,2012-01-19T06:51:06,2012-01-19T17:41:12,0.85,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"41907099999,remote,41895099999"
2012-01-20,Rajshahi,78.0,54.2,65.1,78.0,54.2,65.1,55.8,73.7,0.032,100,33.33,rain,,,,6.9,20.0,1012.5,24.4,3.5,163.9,14.1,6,,2012-01-20T06:50:58,2012-01-20T17:41:57,0.89,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"41907099999,remote,41895099999"
2012-01-21,Rajshahi,77.4,55.7,64.1,77.4,55.7,64.1,51.7,67.6,0.0,0,0.0,,,,,10.1,297.3,1013.3,6.8,3.1,183.3,16.0,7,,2012-01-21T06:50:50,2012-01-21T17:42:41,0.93,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-22,Rajshahi,73.1,46.1,59.1,73.1,44.7,58.9,40.7,54.4,0.0,0,0.0,,,,,8.9,325.7,1016.0,1.1,3.6,190.8,16.5,7,,2012-01-22T06:50:40,2012-01-22T17:43:26,0.96,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-23,Rajshahi,74.4,47.7,59.5,74.4,45.5,59.3,40.3,52.8,0.0,0,0.0,,,,,6.7,320.3,1016.2,16.3,3.5,188.1,16.2,7,,2012-01-23T06:50:28,2012-01-23T17:44:10,0.0,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-24,Rajshahi,74.2,47.4,59.6,74.2,45.2,59.2,42.2,55.8,0.0,0,0.0,,,,,7.4,321.0,1014.9,0.4,3.0,177.6,15.3,7,,2012-01-24T06:50:15,2012-01-24T17:44:54,0.03,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-25,Rajshahi,76.7,48.8,62.6,76.7,48.8,62.6,42.9,51.7,0.0,0,0.0,,,,,6.0,317.7,1014.3,0.0,3.7,182.4,15.8,7,,2012-01-25T06:50:01,2012-01-25T17:45:39,0.06,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-26,Rajshahi,79.6,50.6,64.9,79.6,50.6,64.9,46.6,54.2,0.0,0,0.0,,,,,6.5,294.2,1013.7,4.4,3.3,192.6,16.5,7,,2012-01-26T06:49:45,2012-01-26T17:46:23,0.09,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-27,Rajshahi,78.5,54.6,64.7,78.5,54.6,64.7,48.2,58.5,0.0,0,0.0,,,,,9.4,322.8,1014.0,12.5,3.6,185.8,15.8,7,,2012-01-27T06:49:27,2012-01-27T17:47:06,0.13,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-28,Rajshahi,78.3,50.6,63.9,78.3,50.6,63.9,46.0,55.5,0.0,0,0.0,,,,,7.8,330.8,1015.0,7.2,2.9,195.6,16.7,7,,2012-01-28T06:49:09,2012-01-28T17:47:50,0.16,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-29,Rajshahi,76.9,53.3,63.8,76.9,53.3,63.8,46.4,56.0,0.0,0,0.0,,,,,10.1,339.3,1015.0,24.9,3.6,184.8,15.8,7,,2012-01-29T06:48:49,2012-01-29T17:48:33,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-01-30,Rajshahi,79.8,48.8,63.8,79.8,48.8,63.8,46.5,58.0,0.0,0,0.0,,,,,11.0,342.8,1016.3,1.2,3.6,194.7,16.8,7,,2012-01-30T06:48:27,2012-01-30T17:49:16,0.22,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-01-31,Rajshahi,79.2,48.6,62.0,79.2,45.7,61.8,39.5,49.4,0.0,0,0.0,,,,,10.3,339.6,1016.6,0.0,3.6,209.7,18.1,8,,2012-01-31T06:48:05,2012-01-31T17:49:59,0.25,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-01,Rajshahi,79.1,48.9,62.6,79.1,48.9,62.6,42.7,52.0,0.0,0,0.0,,,,,11.9,326.9,1016.3,0.8,3.6,191.2,16.3,7,,2012-02-01T06:47:41,2012-02-01T17:50:41,0.29,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-02,Rajshahi,76.4,46.7,60.4,76.4,43.6,60.0,38.6,49.1,0.0,0,0.0,,,,,11.0,324.6,1017.0,1.0,3.6,207.0,18.1,8,,2012-02-02T06:47:15,2012-02-02T17:51:23,0.32,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-03,Rajshahi,78.0,48.1,61.5,78.0,45.5,61.2,41.1,51.2,0.0,0,0.0,,,,,9.2,333.0,1016.4,0.0,3.7,192.7,16.7,7,,2012-02-03T06:46:48,2012-02-03T17:52:05,0.35,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-04,Rajshahi,80.3,49.7,63.8,78.9,47.3,63.6,42.2,49.7,0.0,0,0.0,,,,,9.2,336.2,1014.9,0.0,3.7,202.7,17.6,7,,2012-02-04T06:46:20,2012-02-04T17:52:47,0.38,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-05,Rajshahi,84.3,51.9,66.9,81.4,51.9,66.4,44.2,48.9,0.0,0,0.0,,,,,8.5,300.3,1014.5,0.2,3.7,208.9,18.0,8,,2012-02-05T06:45:51,2012-02-05T17:53:28,0.41,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-06,Rajshahi,86.3,53.7,68.9,83.5,53.7,68.3,50.1,55.9,0.0,0,0.0,,,,,9.4,290.9,1012.7,0.0,3.3,204.8,17.6,7,,2012-02-06T06:45:21,2012-02-06T17:54:08,0.45,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-07,Rajshahi,86.4,55.1,70.4,83.7,55.1,69.9,50.8,54.4,0.0,0,0.0,,,,,11.2,312.9,1012.4,34.5,3.1,208.7,18.0,8,,2012-02-07T06:44:49,2012-02-07T17:54:48,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-02-08,Rajshahi,83.6,57.5,70.4,83.0,57.5,70.3,56.5,63.3,0.0,0,0.0,,,,,5.6,181.6,1010.6,79.3,3.6,137.9,12.1,5,,2012-02-08T06:44:16,2012-02-08T17:55:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-02-09,Rajshahi,81.9,60.5,69.1,81.2,60.5,69.1,56.1,65.6,0.0,0,0.0,,,,,12.5,318.2,1010.9,33.7,3.4,144.3,12.4,6,,2012-02-09T06:43:42,2012-02-09T17:56:08,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-02-10,Rajshahi,80.1,49.8,62.8,79.2,49.8,62.7,36.0,41.2,0.0,0,0.0,,,,,11.0,308.1,1014.6,0.6,4.0,225.1,19.5,8,,2012-02-10T06:43:06,2012-02-10T17:56:47,0.58,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-11,Rajshahi,79.8,48.5,61.9,79.8,45.3,61.7,36.4,43.8,0.0,0,0.0,,,,,8.5,306.2,1015.5,0.0,2.9,228.7,19.7,8,,2012-02-11T06:42:30,2012-02-11T17:57:25,0.62,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-12,Rajshahi,78.2,48.6,62.2,78.2,46.7,62.0,37.1,43.3,0.0,0,0.0,,,,,9.2,319.4,1015.0,0.7,4.3,216.4,18.7,8,,2012-02-12T06:41:52,2012-02-12T17:58:03,0.65,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-13,Rajshahi,83.7,49.7,66.9,81.0,49.7,66.5,41.9,44.7,0.0,0,0.0,,,,,6.3,28.7,1015.2,2.1,3.7,213.9,18.3,8,,2012-02-13T06:41:14,2012-02-13T17:58:41,0.69,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-14,Rajshahi,85.9,55.5,71.2,83.2,55.5,70.7,48.2,46.7,0.0,0,0.0,,,,,5.6,14.1,1013.6,0.6,3.7,194.1,16.8,7,,2012-02-14T06:40:34,2012-02-14T17:59:18,0.75,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-15,Rajshahi,88.1,62.0,74.5,87.4,62.0,74.4,56.7,55.8,0.04,100,20.83,rain,,,,4.9,307.6,1011.6,3.1,2.6,195.2,17.0,7,,2012-02-15T06:39:53,2012-02-15T17:59:55,0.76,Rain,Clear conditions throughout the day with afternoon rain.,rain,"41907099999,remote,41895099999"
2012-02-16,Rajshahi,84.8,64.5,73.8,84.3,64.5,73.7,59.4,62.9,0.016,100,16.67,rain,,,,5.4,355.0,1011.8,24.3,2.9,161.2,13.9,6,,2012-02-16T06:39:11,2012-02-16T18:00:31,0.8,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"41907099999,remote,41895099999"
2012-02-17,Rajshahi,84.5,63.4,72.7,83.6,63.4,72.5,59.2,65.4,0.0,0,0.0,,,,,9.6,309.7,1012.0,28.7,3.7,170.8,14.7,7,,2012-02-17T06:38:28,2012-02-17T18:01:07,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-02-18,Rajshahi,88.1,55.7,71.6,84.4,55.7,70.7,48.0,49.7,0.0,0,0.0,,,,,11.4,304.1,1012.3,0.0,3.1,239.5,20.6,8,,2012-02-18T06:37:44,2012-02-18T18:01:42,0.87,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-19,Rajshahi,87.2,52.5,69.2,83.6,52.5,68.4,40.5,40.7,0.0,0,0.0,,,,,11.0,298.8,1012.6,0.0,3.7,238.9,20.7,8,,2012-02-19T06:37:00,2012-02-19T18:02:17,0.9,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-20,Rajshahi,85.7,53.9,69.0,82.6,53.9,68.4,42.1,41.9,0.0,0,0.0,,,,,7.4,295.6,1011.3,0.0,3.7,238.3,20.7,8,,2012-02-20T06:36:14,2012-02-20T18:02:52,0.94,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-21,Rajshahi,87.9,55.7,71.8,84.6,55.7,71.0,47.3,45.6,0.0,0,0.0,,,,,9.8,293.1,1009.9,66.2,3.7,233.6,20.1,8,,2012-02-21T06:35:27,2012-02-21T18:03:26,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-02-22,Rajshahi,91.5,57.3,74.1,87.8,57.3,73.2,49.5,46.3,0.0,0,0.0,,,,,7.8,325.1,1008.8,49.6,3.9,235.1,20.3,8,,2012-02-22T06:34:40,2012-02-22T18:03:59,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-02-23,Rajshahi,94.4,61.1,76.5,90.4,61.1,75.4,48.9,42.2,0.0,0,0.0,,,,,10.7,298.1,1008.3,34.1,3.9,237.6,20.4,8,,2012-02-23T06:33:51,2012-02-23T18:04:32,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-02-24,Rajshahi,94.4,59.8,75.9,90.1,59.8,74.6,46.9,41.4,0.0,0,0.0,,,,,14.1,297.5,1008.1,2.1,3.9,249.1,21.8,9,,2012-02-24T06:33:02,2012-02-24T18:05:05,0.07,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-25,Rajshahi,96.7,57.8,76.5,92.2,57.8,75.2,46.2,39.8,0.0,0,0.0,,,,,12.3,291.7,1007.9,0.0,3.3,252.7,21.8,9,,2012-02-25T06:32:12,2012-02-25T18:05:37,0.11,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-26,Rajshahi,96.2,59.5,76.7,91.5,59.5,75.3,43.6,36.7,0.0,0,0.0,,,,,14.5,291.0,1006.6,0.0,3.3,250.9,21.7,9,,2012-02-26T06:31:21,2012-02-26T18:06:09,0.14,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-27,Rajshahi,91.3,56.7,73.0,87.1,56.7,72.0,33.5,28.2,0.0,0,0.0,,,,,10.7,284.8,1007.7,17.8,3.9,271.7,23.5,9,,2012-02-27T06:30:30,2012-02-27T18:06:41,0.17,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-28,Rajshahi,91.7,53.9,73.0,87.3,53.9,71.9,36.9,32.4,0.0,0,0.0,,,,,9.2,267.0,1006.1,0.0,3.9,248.2,21.4,9,,2012-02-28T06:29:38,2012-02-28T18:07:12,0.2,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-02-29,Rajshahi,93.6,62.7,76.8,89.9,62.7,75.7,46.8,37.1,0.016,100,12.5,rain,,,,8.5,267.9,1004.8,12.0,3.9,235.3,20.2,8,,2012-02-29T06:28:45,2012-02-29T18:07:42,0.24,Rain,Clear conditions throughout the day with morning rain.,rain,"41907099999,remote,41895099999"
2012-03-01,Rajshahi,92.6,58.4,74.8,88.2,58.4,73.5,41.6,36.4,0.0,0,0.0,,,,,8.7,296.3,1007.3,12.5,3.6,260.4,22.4,9,,2012-03-01T06:27:51,2012-03-01T18:08:13,0.25,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-03-02,Rajshahi,91.8,57.9,74.6,87.6,57.9,73.3,40.4,33.9,0.0,0,0.0,,,,,10.3,278.8,1006.5,3.1,3.9,258.0,22.2,9,,2012-03-02T06:26:57,2012-03-02T18:08:42,0.3,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-03-03,Rajshahi,91.8,57.3,74.7,87.5,57.3,73.3,38.3,31.5,0.0,0,0.0,,,,,8.5,307.0,1005.5,0.0,3.9,260.1,22.3,9,,2012-03-03T06:26:02,2012-03-03T18:09:12,0.33,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-03-04,Rajshahi,92.2,59.3,75.4,88.0,59.3,74.1,42.3,34.5,0.0,0,0.0,,,,,12.1,288.5,1007.0,52.0,3.9,252.6,22.0,9,,2012-03-04T06:25:07,2012-03-04T18:09:41,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-03-05,Rajshahi,94.7,60.9,78.1,90.6,60.9,76.8,47.2,37.5,0.0,0,0.0,,,,,11.0,293.5,1006.8,53.2,3.9,240.0,20.8,8,,2012-03-05T06:24:11,2012-03-05T18:10:10,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-03-06,Rajshahi,97.6,64.5,79.9,94.1,64.5,78.8,51.4,41.2,0.0,0,0.0,,,,,12.3,249.9,1004.9,31.1,3.1,242.8,20.9,9,,2012-03-06T06:23:15,2012-03-06T18:10:38,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-03-07,Rajshahi,98.5,65.6,81.0,94.3,65.6,79.6,51.1,41.7,0.0,0,0.0,,,,,11.2,258.0,1002.7,66.8,3.2,255.1,22.0,9,,2012-03-07T06:22:18,2012-03-07T18:11:07,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-03-08,Rajshahi,95.8,65.7,79.8,91.0,65.7,78.2,45.3,35.5,0.0,0,0.0,,,,,11.2,301.5,1004.5,33.9,3.9,260.6,22.5,9,,2012-03-08T06:21:21,2012-03-08T18:11:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-03-09,Rajshahi,96.2,62.0,79.8,91.7,62.0,78.3,44.6,32.6,0.0,0,0.0,,,,,5.4,57.9,1006.3,0.7,3.9,248.3,21.3,9,,2012-03-09T06:20:23,2012-03-09T18:12:02,0.53,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-03-10,Rajshahi,95.1,66.3,78.8,91.3,66.3,77.6,48.9,39.3,0.016,100,16.67,rain,,,,9.2,15.6,1009.1,0.0,3.6,242.0,20.9,8,,2012-03-10T06:19:25,2012-03-10T18:12:29,0.57,Rain,Clear conditions throughout the day with morning rain.,rain,"41907099999,remote,41895099999"
2012-03-11,Rajshahi,96.2,63.4,78.5,91.3,63.4,76.9,37.2,25.9,0.0,0,0.0,,,,,9.4,359.8,1012.0,0.0,4.3,262.8,22.5,9,,2012-03-11T06:18:26,2012-03-11T18:12:56,0.6,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-03-12,Rajshahi,96.9,59.1,79.7,92.0,59.1,77.8,37.6,26.6,0.0,0,0.0,,,,,8.3,344.8,1012.5,0.2,3.3,268.1,23.2,9,,2012-03-12T06:17:27,2012-03-12T18:13:23,0.64,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-03-13,Rajshahi,96.3,62.9,79.8,92.0,62.9,78.5,45.5,34.7,0.06,100,16.67,rain,,,,12.3,349.5,1013.4,9.6,3.1,244.4,21.0,9,,2012-03-13T06:16:28,2012-03-13T18:13:50,0.67,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"41907099999,remote,41895099999"
2012-03-14,Rajshahi,91.8,64.7,75.9,89.4,64.7,75.2,54.4,52.2,0.092,100,37.5,rain,,,,12.1,314.3,1012.0,8.5,4.1,247.5,21.2,9,,2012-03-14T06:15:29,2012-03-14T18:14:16,0.71,Rain,Clear conditions throughout the day with rain clearing later.,rain,"41907099999,remote,41895099999"
2012-03-15,Rajshahi,90.8,59.7,75.1,86.9,59.7,74.0,46.2,39.7,0.0,0,0.0,,,,,10.3,288.1,1012.6,0.0,3.7,272.3,23.7,9,,2012-03-15T06:14:29,2012-03-15T18:14:42,0.75,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-03-16,Rajshahi,93.1,60.3,76.9,88.7,60.3,75.5,42.3,34.2,0.0,0,0.0,,,,,11.0,278.2,1011.4,0.0,3.7,277.2,24.0,9,,2012-03-16T06:13:29,2012-03-16T18:15:08,0.78,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-03-17,Rajshahi,94.4,59.6,78.3,89.8,59.6,76.9,41.4,30.8,0.0,0,0.0,,,,,7.2,296.0,1009.8,0.0,3.1,268.7,23.3,9,,2012-03-17T06:12:29,2012-03-17T18:15:34,0.81,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-03-18,Rajshahi,94.9,64.3,78.9,90.9,64.3,78.0,50.6,41.4,0.0,0,0.0,,,,,8.3,43.9,1009.3,0.0,3.9,247.0,21.3,9,,2012-03-18T06:11:28,2012-03-18T18:15:59,0.85,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-03-19,Rajshahi,95.8,68.4,82.0,94.9,68.4,82.1,61.6,54.5,0.012,100,12.5,rain,,,,7.6,80.8,1010.2,28.0,3.9,237.6,20.5,8,,2012-03-19T06:10:28,2012-03-19T18:16:25,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"41907099999,remote,41895099999"
2012-03-20,Rajshahi,99.1,69.2,84.7,99.8,69.2,85.3,62.9,52.0,0.0,0,0.0,,,,,5.4,47.1,1009.0,34.6,3.7,252.8,21.8,9,,2012-03-20T06:09:27,2012-03-20T18:16:50,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-03-21,Rajshahi,102.3,72.6,86.4,100.0,72.6,85.2,53.3,38.9,0.0,0,0.0,,,,,10.7,264.8,1006.6,18.2,3.1,274.4,23.8,9,,2012-03-21T06:08:26,2012-03-21T18:17:15,0.95,Clear,Clear conditions throughout the day.,clear-day,"41907099999,remote,41895099999"
2012-03-22,Rajshahi,102.6,69.2,84.2,97.5,69.2,82.2,44.1,30.7,0.0,0,0.0,,,,,11.2,269.6,1006.7,37.8,4.0,265.8,22.9,9,,2012-03-22T06:07:25,2012-03-22T18:17:40,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41907099999,remote,41895099999"
2012-03-23,Rajshahi,99.4,59.1,81.2,93.7,59.1,79.0,28.9,19.9,0.0,0,0.0,,,,,7.8,296.4,1010.1,69.4,3.9,297.5,25.8,10,,2012-03-23T06:06:24,2012-03-23T18:18:05,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41907099999,remote,41895099999"
