name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Comilla,11/1/13,19.4,6.1,12.6,19.4,6.1,12.6,7.6,72.8,0,0,0,,,,,9,329.9,1015.3,7.4,0.8,156.6,13.4,6,,2013-01-11T06:39:11,2013-01-11T17:27:15,0.98,Clear,Clear conditions throughout the day.,fog,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,12/1/13,22.4,7.3,13.6,22.4,6.6,13.3,8.4,72.8,0,0,0,,,,,10.8,328.3,1015.1,0,1.8,165.1,14.3,6,,2013-01-12T06:39:15,2013-01-12T17:27:58,0,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,13/1/13,24.4,8.1,15.4,24.4,8.1,15.4,9.8,71.6,0,0,0,,,,,8.6,278.8,1013.2,0,1.9,175.3,14.9,7,,2013-01-13T06:39:17,2013-01-13T17:28:41,0.05,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,14/1/13,26.1,10.2,16.9,26.1,10.2,16.9,10.9,70.1,0,0,0,,,,,8.3,309.1,1013.7,0,2.1,174,15,7,,2013-01-14T06:39:19,2013-01-14T17:29:25,0.08,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,15/1/13,25.7,10.1,17.1,25.7,10.1,17.1,10.9,69.5,0,0,0,,,,,9.7,339,1015.2,0,2.6,190.8,16.5,7,,2013-01-15T06:39:18,2013-01-15T17:30:08,0.11,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41943099999,41933099999,41941099999,remote"
Comilla,16/1/13,26.2,10.9,17.5,26.2,10.9,17.5,11.2,69,0,0,0,,,,,9,348.8,1016.6,1.9,2.3,185.8,15.9,7,,2013-01-16T06:39:17,2013-01-16T17:30:51,0.14,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,17/1/13,26.7,11.7,18.3,26.7,11.7,18.3,12.5,70.8,0,0,0,,,,,9.7,346.3,1016.7,43.9,2,170.6,14.9,7,,2013-01-17T06:39:14,2013-01-17T17:31:35,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,VEAT,remote"
Comilla,18/1/13,27.9,12.1,19.3,27.6,12.1,19.3,13.5,71.2,0,0,0,,,,,9.4,339.1,1016.8,58.9,3,186.7,16,7,,2013-01-18T06:39:10,2013-01-18T17:32:18,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,19/1/13,28.1,13,19.7,27.7,13,19.7,13.7,70.1,0,0,0,,,,,8.6,277,1015.8,2.7,2.6,180.1,15.6,7,,2013-01-19T06:39:04,2013-01-19T17:33:02,0.25,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41943099999,41933099999,41941099999,remote"
Comilla,20/1/13,27.1,14.1,19.7,27.3,14.1,19.7,15.3,77.4,0,0,0,,,,,10.8,326.4,1015.4,0.4,2.4,175.7,15.1,7,,2013-01-20T06:38:57,2013-01-20T17:33:45,0.27,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,21/1/13,24.4,13.1,18,24.4,13.1,18,12.5,72.4,0,0,0,,,,,16.2,339.8,1017.3,22.4,3.2,172.8,15,7,,2013-01-21T06:38:48,2013-01-21T17:34:29,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,22/1/13,25.9,8.9,15.9,25.9,7.1,15.7,9.8,70.1,0,0,0,,,,,16.2,333,1017.4,0,2.7,201,17.3,7,,2013-01-22T06:38:38,2013-01-22T17:35:12,0.34,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,23/1/13,27.7,7.6,15.7,27,5.4,15.3,9,67.8,0,0,0,,,,,14,324.7,1016.4,0,2.8,210.4,18.1,8,,2013-01-23T06:38:27,2013-01-23T17:35:55,0.37,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,24/1/13,25.9,6.6,15.1,25.9,4.1,14.6,8.3,66.9,0,0,0,,,,,16.6,334,1016.1,0.2,2.1,210.5,18.1,8,,2013-01-24T06:38:14,2013-01-24T17:36:38,0.4,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41943099999,41933099999,41941099999,remote"
Comilla,25/1/13,22.3,6.2,13.9,22.3,3.6,13.2,7.5,68.3,0,0,0,,,,,16.6,333.4,1016.2,14.6,1.9,212.9,18.4,8,,2013-01-25T06:38:00,2013-01-25T17:37:21,0.44,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,26/1/13,23.9,4.7,13.5,23.9,1.9,12.9,6.9,68,0,0,0,,,,,16.2,333.3,1016.6,5.6,2.4,208.8,18,8,,2013-01-26T06:37:44,2013-01-26T17:38:03,0.47,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,27/1/13,24.4,6.4,14.2,24.4,4.1,13.8,8.3,70.2,0,0,0,,,,,15.8,330,1016,22,1.9,202.1,17.4,7,,2013-01-27T06:37:27,2013-01-27T17:38:46,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,28/1/13,24.4,9.3,15.6,24.4,7.7,15.4,10.4,73.1,0,0,0,,,,,15.1,323.9,1015.2,67.7,1.6,137.1,11.8,6,,2013-01-28T06:37:09,2013-01-28T17:39:28,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,29/1/13,26.9,11.4,17.2,26.6,11.4,17.1,10.6,68.2,0,0,0,,,,,9.4,288.4,1014,19,2.4,199.4,17.1,7,,2013-01-29T06:36:49,2013-01-29T17:40:09,0.57,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41943099999,41933099999,41941099999,remote"
Comilla,30/1/13,26.4,9.7,16.8,26.4,8.6,16.7,9.8,66.2,0,0,0,,,,,11.5,306.2,1015.6,1.7,2.1,196.4,17,7,,2013-01-30T06:36:28,2013-01-30T17:40:51,0.61,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,31/1/13,26.2,11.3,17.7,26.2,11.3,17.7,10.7,65.2,0,0,0,,,,,10.8,322.8,1016.4,26.6,2.3,195.1,17,7,,2013-01-31T06:36:06,2013-01-31T17:41:32,0.64,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,1/2/13,25.7,12.9,17.8,25.7,12.9,17.8,12.1,71.4,0,0,0,,,,,12.2,330.3,1015.6,65.2,2.3,115,10,6,,2013-02-01T06:35:42,2013-02-01T17:42:12,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,2/2/13,28.2,11,18.6,27.1,11,18.5,11.8,68.5,0,0,0,,,,,11.2,287.4,1015.1,28.9,2.6,189.3,16.5,8,,2013-02-02T06:35:17,2013-02-02T17:42:53,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,3/2/13,28.4,12.9,19.1,27.4,12.9,19.1,12.2,67,0,0,0,,,,,10.8,307.3,1014.3,30.6,2.4,165.9,14.3,7,,2013-02-03T06:34:51,2013-02-03T17:43:33,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,4/2/13,28.9,13.7,20,27.5,13.7,20,11.5,61,0,0,0,,,,,9.7,331.3,1015.8,2.5,2.5,198.2,17.2,7,,2013-02-04T06:34:23,2013-02-04T17:44:12,0.79,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,5/2/13,29.7,13.9,21.2,28.7,13.9,21.2,13.3,63.5,0,0,0,,,,,11.5,335.5,1016.6,2.4,2.9,218.6,19.1,8,,2013-02-05T06:33:55,2013-02-05T17:44:51,0.82,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,6/2/13,30.1,14.1,21.8,29.4,14.1,21.6,13.6,63.5,0,0,0,,,,,11.5,326.5,1015,1.9,3,223.7,19.3,8,,2013-02-06T06:33:25,2013-02-06T17:45:30,0.86,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,7/2/13,30.1,16.1,22.1,29.5,16.1,22,14.8,65.9,0,0,0,,,,,14,333.8,1012.7,16.8,3,203,17.6,7,,2013-02-07T06:32:54,2013-02-07T17:46:09,0.89,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,8/2/13,28.3,15.5,21.6,28.5,15.5,21.6,15.6,70.7,0,0,0,,,,,16.2,339,1012.6,31.2,3.9,182.9,15.8,7,,2013-02-08T06:32:21,2013-02-08T17:46:47,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,9/2/13,28.1,13.4,20,27,13.4,19.9,9.7,54.6,0,0,0,,,,,16.2,330.8,1013.9,11.6,3.9,220.8,19,8,,2013-02-09T06:31:48,2013-02-09T17:47:24,0.96,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,10/2/13,27.9,9.8,18.2,27,7.9,18,8.9,58.5,0,0,0,,,,,18.7,328.1,1014,10.4,2.6,244.2,21.1,9,,2013-02-10T06:31:13,2013-02-10T17:48:01,0,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,11/2/13,29.4,10.4,19,27.8,10.4,18.9,9.1,57.1,0,0,0,,,,,13.7,327.3,1013.4,44.2,2.9,236,20.5,8,,2013-02-11T06:30:38,2013-02-11T17:48:38,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,12/2/13,29.7,11.7,19.5,28.1,11.7,19.3,9.2,56.2,0,0,0,,,,,13.7,335.4,1013.5,63.9,2.7,207.5,17.9,7,,2013-02-12T06:30:01,2013-02-12T17:49:14,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,13/2/13,28.1,12.7,20.6,28.6,12.7,20.5,11.8,59.7,0,0,0,,,,,15.1,318.6,1012,82,2.4,183,15.9,6,,2013-02-13T06:29:23,2013-02-13T17:49:49,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41943099999,41933099999,41941099999,remote"
Comilla,14/2/13,30.1,13.5,21.4,29.1,13.5,21.2,11.5,56.6,0,0,0,,,,,16.6,326.7,1012.5,8.1,3.1,222.5,19.4,8,,2013-02-14T06:28:44,2013-02-14T17:50:24,0.13,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41943099999,41933099999,41941099999,remote"
Comilla,15/2/13,29.9,14.2,21.2,28.4,14.2,20.8,10.4,54.4,0,0,0,,,,,16.6,346.3,1013,4,3.1,240.8,21,8,,2013-02-15T06:28:04,2013-02-15T17:50:59,0.16,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,16/2/13,31,13,21.7,29.4,13,21.4,11.5,56,0,0,0,,,,,18.7,344.9,1011.8,22.5,2.9,223.7,19.5,8,,2013-02-16T06:27:23,2013-02-16T17:51:33,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,17/2/13,29.2,16.6,21.1,28.6,16.6,21.1,14.8,69.4,9,100,12.5,rain,,,,22.3,344.7,1010.4,56.2,2.9,150.1,12.8,6,,2013-02-17T06:26:41,2013-02-17T17:52:07,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42724099999,41953099999,41943099999,41933099999,41941099999,remote"
Comilla,18/2/13,26.5,16.1,20,26.5,16.1,20,15.1,75.4,2.7,100,25,rain,,,,21.2,327,1012.3,37.6,2.9,229.6,20,8,,2013-02-18T06:25:58,2013-02-18T17:52:41,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,19/2/13,27.4,12.2,19.2,26.7,12.2,19.1,11.2,63.9,0,0,0,,,,,16.2,342.9,1013.6,18.1,2.6,249.5,21.6,9,,2013-02-19T06:25:15,2013-02-19T17:53:13,0.29,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,20/2/13,28.4,12.4,19.9,27.6,12.4,19.8,11.6,61.9,0,0,0,,,,,17.6,328.6,1013.1,3.2,3.5,242.6,20.8,9,,2013-02-20T06:24:30,2013-02-20T17:53:46,0.32,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,21/2/13,29.3,12.7,20.6,28.1,12.7,20.4,12.1,61.8,0,0,0,,,,,15.5,327.5,1013.3,0,3.4,247.1,21.2,9,,2013-02-21T06:23:44,2013-02-21T17:54:18,0.35,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,22/2/13,31.5,14,21.8,29.9,14,21.5,12.4,59.4,0,0,0,,,,,18.4,330.7,1014,4.1,3.6,251.5,21.7,9,,2013-02-22T06:22:58,2013-02-22T17:54:49,0.38,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,23/2/13,32.5,14.4,22.7,31.3,14.4,22.6,13.6,60.3,0,0,0,,,,,13,318.7,1013.3,6.1,2.8,250,21.4,9,,2013-02-23T06:22:11,2013-02-23T17:55:20,0.42,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,24/2/13,32.9,15.2,23.5,31.8,15.2,23.2,13.1,56.8,0,0,0,,,,,14,321.4,1013,0.7,3.1,249.5,21.4,9,,2013-02-24T06:21:23,2013-02-24T17:55:51,0.45,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,25/2/13,32.6,15.7,23.8,31.3,15.7,23.6,13.9,57.2,0,0,0,,,,,16.2,337.8,1013.5,0.4,3.5,249.7,21.6,9,,2013-02-25T06:20:34,2013-02-25T17:56:21,0.48,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,26/2/13,32.3,17.1,23.9,30.9,17.1,23.6,13.1,53.8,0,0,0,,,,,19.8,337.4,1014.1,0.6,4.4,256.4,22.2,9,,2013-02-26T06:19:44,2013-02-26T17:56:51,0.5,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,27/2/13,32.1,15,23,32.1,15,22.8,12.7,56,0,0,0,,,,,15.8,327.9,1012.4,2.2,3.5,250.8,21.7,9,,2013-02-27T06:18:54,2013-02-27T17:57:20,0.55,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,28/2/13,32.7,14.7,23.4,30.8,14.7,23,12,54.2,0,0,0,,,,,15.1,325,1010.8,1.4,3.1,267.5,23.1,9,,2013-02-28T06:18:03,2013-02-28T17:57:49,0.59,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,1/3/13,32.3,14.8,22.8,30.3,14.8,22.4,11,51.7,0,0,0,,,,,16.6,327.8,1012,2.7,3,265.8,23,9,,2013-03-01T06:17:12,2013-03-01T17:58:18,0.62,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41943099999,41933099999,41941099999,remote"
Comilla,2/3/13,31.9,14,22.1,29.8,14,21.6,9.2,48.7,0,0,0,,,,,13,328.1,1013.1,0,3.5,276,24,9,,2013-03-02T06:16:19,2013-03-02T17:58:46,0.66,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,3/3/13,32.8,15.1,23.5,30.8,15.1,23.1,10.9,49.4,0,0,0,,,,,10.1,283.1,1012.9,0,2.9,267.6,23.2,9,,2013-03-03T06:15:27,2013-03-03T17:59:14,0.69,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,4/3/13,32.9,16.1,24.3,32.5,16.1,24,12.4,51.5,0,0,0,,,,,11.5,289.2,1013.7,0,3.3,256.7,22,9,,2013-03-04T06:14:33,2013-03-04T17:59:41,0.73,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,5/3/13,33.6,16.1,24.4,31.5,16.1,23.9,12.5,53.7,0,0,0,,,,,10.4,258.2,1014.4,1.3,2.8,268.7,23.1,9,,2013-03-05T06:13:39,2013-03-05T18:00:09,0.75,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,6/3/13,32.8,15.9,24,30.8,15.9,23.6,13.6,58.5,0,0,0,,,,,12.6,242.3,1014.3,13.3,2.9,244.4,21.2,9,,2013-03-06T06:12:45,2013-03-06T18:00:35,0.8,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,7/3/13,33.6,17.7,25.1,31.6,17.7,24.6,14.2,58.1,0,0,0,,,,,9.7,245.8,1014.1,0,3.4,263.3,22.8,9,,2013-03-07T06:11:50,2013-03-07T18:01:02,0.84,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,8/3/13,33.9,17.4,25.5,32.1,17.4,25,13.6,52.9,0,0,0,,,,,10.8,274.7,1013.1,0,2.8,249.3,21.5,9,,2013-03-08T06:10:54,2013-03-08T18:01:28,0.87,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,9/3/13,33.3,17.2,24.9,32.5,17.2,24.6,13.9,55.6,0,0,0,,,,,11.9,240.2,1010.9,1.7,3.5,253,21.8,9,,2013-03-09T06:09:59,2013-03-09T18:01:54,0.91,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,10/3/13,34.7,17.6,25.2,32.4,17.6,24.7,15.7,63.9,0,0,0,,,,,13.3,210.4,1010.5,1.3,3,258.4,22.5,9,,2013-03-10T06:09:02,2013-03-10T18:02:19,0.94,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,11/3/13,33.2,18.1,25.2,33.1,18.1,25.5,19.1,72.2,0,0,0,,,,,15.8,201.1,1010.8,7.2,3.5,247.2,21.2,9,,2013-03-11T06:08:06,2013-03-11T18:02:45,0.98,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41943099999,41933099999,41941099999,remote"
Comilla,12/3/13,32.9,20.2,26.2,34.7,20.2,26.9,20.8,74.7,0,0,0,,,,,20.9,189.8,1010.4,16.7,3.6,248.2,21.5,9,,2013-03-12T06:07:09,2013-03-12T18:03:10,0,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41943099999,41933099999,41941099999,remote"
Comilla,13/3/13,33,21.5,26.8,36,21.5,27.7,21.3,74.6,0,0,0,,,,,16.2,182.6,1011.5,21.2,3,247,21.2,9,,2013-03-13T06:06:11,2013-03-13T18:03:35,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,14/3/13,33.5,21.7,27.2,36.2,21.7,28.1,21.3,73,2,100,4.17,rain,,,,13.7,197,1012.4,69.3,3.4,207,17.9,8,,2013-03-14T06:05:14,2013-03-14T18:03:59,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,15/3/13,34.1,22.4,27.3,38.1,22.4,28.2,20.5,69.5,0,0,0,,,,,10.8,211.5,1012.7,77.3,3.1,145.8,12.7,5,,2013-03-15T06:04:16,2013-03-15T18:04:23,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,16/3/13,35.7,22.5,28.6,38,22.5,29.5,20.7,66.7,0,0,0,,,,,16.3,220.5,1013.5,23,2.5,248.3,21.5,9,,2013-03-16T06:03:18,2013-03-16T18:04:48,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,17/3/13,34.9,21.4,27.2,35.5,21.4,27.5,19.2,66.4,20,100,8.33,rain,,,,10.4,253.1,1012.5,15.2,2.9,244.6,21,8,,2013-03-17T06:02:19,2013-03-17T18:05:12,0.17,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,18/3/13,33.2,19.1,25.7,31.9,19.1,25.4,15.2,56.9,0.6,100,16.67,rain,,,,11.9,274.5,1009.8,10.4,3.3,280.5,24.2,9,,2013-03-18T06:01:21,2013-03-18T18:05:35,0.21,Rain,Clear conditions throughout the day with morning rain.,rain,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,19/3/13,34.1,19.7,26.5,33.5,19.7,26.5,17.8,64.5,0,0,0,,,,,19.4,211.2,1009.5,9.6,3.6,280.2,24.2,9,,2013-03-19T06:00:22,2013-03-19T18:05:59,0.25,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,20/3/13,34.7,21.5,27.4,34.9,21.5,27.7,18.8,64.9,0,0,0,,,,,19.8,200.4,1010.4,16.5,3.3,276.5,23.8,9,,2013-03-20T05:59:23,2013-03-20T18:06:22,0.27,Clear,Clear conditions throughout the day.,clear-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,21/3/13,35.7,21.6,27.9,36.4,21.6,28.4,20.2,68.2,0,0,0,,,,,21.2,200,1008.5,21.7,3.9,276,23.9,9,,2013-03-21T05:58:24,2013-03-21T18:06:46,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
Comilla,22/3/13,35.2,21.9,27.5,35.1,21.9,28.1,20.6,71,1.8,100,8.33,rain,,,,23.4,191.3,1007.2,30.2,3,245.9,21.4,8,,2013-03-22T05:57:25,2013-03-22T18:07:09,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42724099999,41953099999,41933099999,41943099999,41941099999,remote"
